id,address,city,neighborhood,lat,lon,property_type,bedrooms,bathrooms,gla_sqft,lot_size_sqft,year_built,sale_date,sale_price
AB-02037,8900 Elbow Rd NE,Calgary,Signal Hill,51.054658,-114.173938,Detached,5,4.5,2862,3562,1956,2024-08-27,1122300
AB-02038,6931 Prospect Dr SE,Calgary,Bridgeland,51.037145,-114.042003,Condo,3,2.5,1213,0,2008,2024-08-23,464300
AB-02039,7318 Whyte Ave NW,Edmonton,Bonnie Doon,53.531274,-113.455289,Semi-Detached,5,3.0,1780,2394,2006,2024-07-24,473400
AB-02040,9167 Heritage Cres SE,Calgary,Tuscany,51.12901,-114.228479,Condo,1,1.0,812,0,1968,2025-01-30,168600
AB-02041,2071 Spruce Way NW,Edmonton,Oliver,53.536919,-113.525477,Condo,1,1.5,723,0,1980,2025-11-02,166700
AB-02042,18891 Spruce Rd NW,Edmonton,Westmount,53.567865,-113.527663,Semi-Detached,4,2.0,1425,3869,2017,2026-03-06,534700
AB-02043,19997 Glenmore Blvd NW,Edmonton,Bonnie Doon,53.517501,-113.472255,Condo,2,1.0,1031,0,1960,2025-09-02,235500
AB-02044,2782 Maple Gate NW,Edmonton,Garneau,53.511903,-113.544854,Detached,3,3.0,1561,7019,2003,2024-11-18,699900
AB-02045,3738 Township Dr SW,Calgary,Signal Hill,51.075751,-114.167596,Detached,4,3.5,1786,4858,1991,2025-05-23,761600
AB-02046,2357 Jasper Gate SW,Calgary,Tuscany,51.138156,-114.249093,Townhouse,4,3.5,1345,0,1987,2024-12-15,418700
AB-02047,17842 Aspen Ave NW,Edmonton,Old Strathcona,53.509769,-113.474776,Semi-Detached,4,3.0,1819,2317,1957,2025-03-30,622300
AB-02048,6576 Sunalta Gate NW,Calgary,Bridgeland,51.061159,-114.058706,Detached,3,4.0,1724,4303,2012,2024-12-29,824800
AB-02049,147 Jasper Ave NE,Calgary,Inglewood,51.038629,-114.023532,Semi-Detached,3,1.5,1234,3975,1961,2024-08-21,491000
AB-02050,4487 Glenmore Ave SE,Calgary,Inglewood,51.038814,-114.012643,Detached,5,3.0,2644,6007,2009,2024-12-13,1311200
AB-02051,1072 Maple Way SE,Calgary,Auburn Bay,50.89982,-113.96583,Detached,3,2.5,1968,4290,2015,2025-02-03,780800
AB-02052,9612 Jasper St SW,Calgary,Tuscany,51.119065,-114.237649,Detached,4,3.0,2273,3623,1971,2025-05-03,865500
AB-02053,18543 Aspen Cres NW,Edmonton,Glenora,53.524876,-113.530688,Detached,4,3.0,1532,5911,1956,2026-02-27,844300
AB-02054,11159 Crowchild Way NW,Edmonton,Oliver,53.551056,-113.546333,Detached,4,5.0,3113,3865,1976,2024-06-12,1071900
AB-02055,9216 Sunalta Way SW,Calgary,Beltline,51.027104,-114.057901,Detached,4,4.0,2700,5978,1999,2024-06-06,1531900
AB-02056,5457 Spruce Ave NE,Calgary,Signal Hill,51.058254,-114.190332,Detached,6,5.0,3189,6785,1967,2026-04-26,1616900
AB-02057,7588 Hawthorn Blvd NE,Calgary,Kensington,51.055157,-114.102163,Detached,4,2.5,2084,5212,2020,2026-01-16,1175300
AB-02058,1120 Bow Rd SW,Calgary,Signal Hill,51.043826,-114.182303,Detached,5,4.5,3026,5270,2020,2024-09-12,1271000
AB-02059,8116 Macleod Dr NW,Edmonton,Garneau,53.531582,-113.505629,Condo,2,2.5,610,0,1968,2026-02-11,142400
AB-02060,226 Aspen Rd NW,Edmonton,Bonnie Doon,53.510935,-113.488536,Condo,3,3.0,1208,0,1979,2025-06-21,290400
AB-02061,8648 Maple Gate NE,Calgary,Beltline,51.023553,-114.08111,Semi-Detached,3,3.0,1109,2922,2023,2025-04-02,564700
AB-02062,6342 Willow Gate SE,Calgary,Inglewood,51.033873,-114.012682,Detached,4,4.0,3117,7208,1988,2025-11-25,1486700
AB-02063,4443 Riverside Rd NW,Edmonton,Summerside,53.42825,-113.411246,Detached,5,3.0,2352,6059,1972,2024-09-12,787000
AB-02064,2768 Spruce Rd SW,Calgary,Kensington,51.05863,-114.090819,Townhouse,1,2.0,928,0,1963,2025-10-27,399300
AB-02065,18049 Willow Blvd NW,Edmonton,Glenora,53.549513,-113.509056,Detached,3,2.0,1790,4927,2008,2025-06-01,856800
AB-02066,3709 Prospect Rd NW,Calgary,Tuscany,51.112001,-114.234861,Townhouse,3,2.5,1313,0,1966,2025-06-20,406700
AB-02067,7506 Bow Blvd SW,Calgary,Kensington,51.058242,-114.077901,Condo,2,1.5,832,0,2008,2025-01-28,333800
AB-02068,938 Spruce Blvd NW,Calgary,Signal Hill,51.060069,-114.154559,Condo,2,1.5,563,0,2014,2025-02-26,183300
AB-02069,9754 Jasper St SW,Calgary,Tuscany,51.120006,-114.264967,Condo,2,1.0,588,0,2009,2025-11-16,174500
AB-02070,5042 Prospect Ave NW,Edmonton,Terwillegar,53.462655,-113.57579,Detached,5,4.0,2186,3472,2005,2024-10-18,710000
AB-02071,3690 Heritage Ave SW,Calgary,Tuscany,51.122448,-114.236024,Condo,2,1.0,612,0,1998,2025-01-04,145800
AB-02072,9566 Hawthorn Cres NE,Calgary,Inglewood,51.051833,-114.038961,Condo,2,2.5,771,0,1963,2024-11-10,256300
AB-02073,7840 Maple Dr NW,Calgary,Inglewood,51.046361,-114.034767,Semi-Detached,3,1.5,1464,3961,1967,2025-03-17,651700
AB-02074,4892 Riverside Gate SW,Calgary,Bridgeland,51.045319,-114.04358,Townhouse,2,2.0,908,0,1991,2024-09-20,343500
AB-02075,1763 Elbow Cres NW,Edmonton,Terwillegar,53.442226,-113.590027,Semi-Detached,5,3.0,1783,2365,1967,2025-04-24,499700
AB-02076,1035 Maple Rd SW,Calgary,Mount Royal,51.018361,-114.084912,Detached,3,4.0,1748,6400,1963,2025-05-16,1159000
AB-02077,6610 Cedar Blvd NW,Edmonton,Bonnie Doon,53.525172,-113.47231,Semi-Detached,2,2.5,1124,2755,2018,2025-06-06,370500
AB-02078,12096 Macleod Way NW,Edmonton,Bonnie Doon,53.526273,-113.451297,Detached,6,3.0,2784,4873,2005,2025-05-01,1032700
AB-02079,17933 Spruce Ave NW,Edmonton,Terwillegar,53.439718,-113.581361,Detached,3,3.0,1584,6353,1992,2026-04-04,644900
AB-02080,19317 Elbow Ave NW,Edmonton,Garneau,53.54932,-113.512406,Semi-Detached,3,2.5,1491,2416,2009,2025-05-28,514400
AB-02081,6700 Maple Cres NW,Edmonton,Windermere,53.433841,-113.618609,Semi-Detached,3,2.5,1433,3133,1991,2026-01-31,527700
AB-02082,13103 Jasper St NW,Edmonton,Bonnie Doon,53.53297,-113.482831,Townhouse,3,3.5,1214,0,2006,2026-02-04,382000
AB-02083,8425 Jasper Cres NW,Calgary,Tuscany,51.108098,-114.233003,Townhouse,4,2.5,1372,0,1979,2025-01-09,416800
AB-02084,8484 Aspen Cres SW,Calgary,Mount Royal,51.027007,-114.073713,Detached,5,3.0,1910,7011,1985,2024-06-30,1300500
AB-02085,4681 Whyte Cres NW,Edmonton,Glenora,53.547129,-113.520972,Detached,5,5.0,2663,4088,1988,2025-04-23,1356300
AB-02086,16454 Macleod Blvd NW,Edmonton,Old Strathcona,53.508543,-113.506977,Semi-Detached,4,3.5,1851,3955,2017,2025-06-10,726000
AB-02087,7337 Memorial Ave NW,Calgary,Kensington,51.070522,-114.102113,Detached,5,4.0,2494,6167,2014,2024-07-25,1293600
AB-02088,8389 Spruce Dr SE,Calgary,Mount Royal,51.035665,-114.068967,Detached,5,4.0,2914,4909,1994,2026-05-13,2185100
AB-02089,353 Jasper Dr NW,Edmonton,Old Strathcona,53.524803,-113.490887,Detached,3,2.5,1517,4843,1958,2025-05-23,585600
AB-02090,16684 Saddleback St NW,Edmonton,Oliver,53.531606,-113.508756,Townhouse,2,3.0,1492,0,1963,2025-04-15,454200
AB-02091,6727 Glenmore Rd NE,Calgary,Mount Royal,51.018492,-114.099493,Townhouse,3,2.5,1189,0,1990,2024-08-12,614300
AB-02092,2849 Cedar Rd NW,Edmonton,Bonnie Doon,53.522788,-113.482021,Detached,4,4.0,1966,4445,1956,2025-02-11,668400
AB-02093,15868 Jasper Blvd NW,Edmonton,Oliver,53.538508,-113.489191,Detached,5,5.0,2655,6702,2008,2025-10-20,1318200
AB-02094,7448 Heritage Rd NW,Edmonton,Garneau,53.524718,-113.532424,Townhouse,2,2.5,941,0,1991,2026-04-21,328800
AB-02095,2719 Macleod Gate NW,Edmonton,Old Strathcona,53.532371,-113.480361,Condo,3,1.5,1279,0,1966,2025-09-18,363300
AB-02096,17977 Bow Blvd NW,Edmonton,Summerside,53.403272,-113.428505,Townhouse,3,3.5,1616,0,2024,2024-08-26,476000
AB-02097,2179 Sunalta Gate SW,Calgary,Kensington,51.044197,-114.080491,Townhouse,3,1.5,1469,0,2015,2025-07-26,674400
AB-02098,5980 Township Cres SW,Calgary,Signal Hill,51.072258,-114.169084,Detached,6,4.0,3074,3655,1960,2025-10-24,1204100
AB-02099,366 Glenmore Gate SW,Calgary,Mount Royal,51.037194,-114.096216,Semi-Detached,3,3.5,1283,2618,2003,2025-12-12,830000
AB-02100,17579 Whyte Cres NW,Edmonton,Glenora,53.53876,-113.519079,Detached,4,3.0,1602,7202,1970,2025-05-17,747700
AB-02101,15158 Memorial Cres NW,Edmonton,Westmount,53.54867,-113.532784,Semi-Detached,3,2.5,1603,3385,2009,2025-03-12,564200
AB-02102,18375 Sunalta Gate NW,Edmonton,Summerside,53.403349,-113.44395,Townhouse,2,1.0,970,0,2025,2025-03-06,277000
AB-02103,4667 Whyte Cres SW,Calgary,Signal Hill,51.055338,-114.154069,Detached,5,2.0,1992,6987,1979,2025-05-19,887300
AB-02104,13069 Hawthorn Cres NW,Edmonton,Westmount,53.557774,-113.552726,Detached,6,3.5,3194,6317,2018,2025-07-22,1309100
AB-02105,1258 Willow St NE,Calgary,Inglewood,51.029841,-114.020751,Detached,5,5.0,2735,6062,2000,2026-02-05,1594200
AB-02106,2094 Heritage St SW,Calgary,Beltline,51.039906,-114.05577,Townhouse,2,1.5,1324,0,1986,2025-04-11,542800
AB-02107,2634 Spruce Cres SW,Calgary,Evanston,51.168226,-114.104866,Semi-Detached,3,3.5,1389,3235,1971,2026-02-25,482800
AB-02108,1625 Prospect Ave NW,Edmonton,Terwillegar,53.448604,-113.563934,Condo,3,2.0,1195,0,1996,2025-09-15,384300
AB-02109,9569 Prospect St NE,Calgary,Evanston,51.180279,-114.095557,Detached,4,2.0,1732,5543,1984,2025-09-15,753500
AB-02110,8537 Jasper Cres SE,Calgary,Signal Hill,51.074786,-114.167714,Detached,6,4.0,2802,5947,1981,2025-05-16,1274000
AB-02111,5928 Glenmore Dr SE,Calgary,Inglewood,51.033805,-114.02599,Detached,4,2.0,1482,6188,1973,2025-01-02,693800
AB-02112,12598 Macleod St NW,Edmonton,Windermere,53.445127,-113.616691,Condo,4,2.5,1072,0,1977,2024-11-22,359100
AB-02113,14641 Cedar Way NW,Edmonton,Garneau,53.533053,-113.52424,Condo,3,2.5,1166,0,1958,2025-04-15,309900
AB-02114,106 Elbow Ave NW,Calgary,Signal Hill,51.08537,-114.171185,Detached,5,4.0,2772,5404,1961,2025-02-25,1224100
AB-02115,7958 Glenmore Gate NE,Calgary,Beltline,51.036501,-114.082979,Townhouse,4,3.0,1698,0,1964,2025-11-14,733200
AB-02116,4405 Saddleback Blvd NE,Calgary,Kensington,51.048431,-114.114992,Townhouse,3,3.0,1587,0,1973,2025-06-17,708900
AB-02117,9959 Maple St NE,Calgary,Bridgeland,51.059178,-114.029413,Condo,2,2.0,590,0,1983,2024-11-15,207800
AB-02118,2262 Spruce Gate SW,Calgary,Tuscany,51.134772,-114.220743,Detached,4,3.5,1813,3647,1996,2024-08-25,596800
AB-02119,3552 Hawthorn Dr NW,Edmonton,Windermere,53.411795,-113.642357,Detached,5,4.0,2225,6892,2014,2025-09-03,1084600
AB-02120,4234 Sunalta Way NW,Calgary,Mahogany,50.900074,-113.936637,Semi-Detached,3,3.5,1153,4082,1999,2025-09-10,523000
AB-02121,1397 Jasper Dr NE,Calgary,Bridgeland,51.062117,-114.038734,Condo,2,1.5,580,0,2004,2025-05-01,226200
AB-02122,737 Glenmore Rd NE,Calgary,Bridgeland,51.062275,-114.02826,Detached,3,4.0,2216,5393,1985,2025-01-13,1159700
AB-02123,12792 Township Rd NW,Edmonton,Westmount,53.565801,-113.531717,Semi-Detached,3,2.0,1246,3869,2009,2026-01-24,483500
AB-02124,8580 Whyte Blvd NE,Calgary,Kensington,51.040929,-114.079821,Detached,3,2.5,1403,3789,1997,2025-10-11,679000
AB-02125,12078 Whyte Way NW,Edmonton,Garneau,53.519209,-113.513247,Condo,3,3.5,1160,0,1959,2025-05-27,330300
AB-02126,3537 Cedar Ave NW,Edmonton,Summerside,53.421973,-113.431045,Detached,4,3.0,1596,5463,1974,2024-06-28,498700
AB-02127,2706 Spruce Rd SE,Calgary,Inglewood,51.039883,-114.029709,Detached,4,5.0,3037,3270,2017,2025-02-02,1418800
AB-02128,8946 Jasper Dr NE,Calgary,Inglewood,51.029323,-114.043454,Condo,2,3.0,1261,0,1984,2024-07-11,429300
AB-02129,1120 Sunalta Gate NE,Calgary,Evanston,51.147075,-114.114857,Townhouse,2,2.5,1644,0,1956,2024-08-10,471800
AB-02130,839 Hawthorn Ave NE,Calgary,Mahogany,50.890864,-113.923966,Condo,1,2.5,732,0,1961,2025-01-07,170100
AB-02131,9947 Crowchild Blvd SW,Calgary,Signal Hill,51.08621,-114.161352,Townhouse,3,3.0,1589,0,1955,2024-11-28,493200
AB-02132,6246 Township Gate NW,Edmonton,Oliver,53.53937,-113.520124,Condo,1,2.5,788,0,2022,2025-10-01,263000
AB-02133,9171 Riverside St SW,Calgary,Signal Hill,51.058087,-114.156354,Detached,6,4.0,2890,4983,1977,2024-07-15,1218100
AB-02134,18754 Hawthorn St NW,Edmonton,Garneau,53.513576,-113.479966,Condo,1,3.0,987,0,1959,2025-06-20,280400
AB-02135,9787 Hawthorn Dr SW,Calgary,Tuscany,51.123106,-114.237865,Detached,5,4.5,3105,6761,2011,2024-11-22,1327900
AB-02136,12119 Sunalta Blvd NW,Edmonton,Bonnie Doon,53.537184,-113.471285,Condo,2,1.0,696,0,1986,2025-05-21,146500
AB-02137,18796 Memorial Blvd NW,Edmonton,Oliver,53.530547,-113.491625,Townhouse,3,2.5,1243,0,2013,2024-09-19,374900
AB-02138,8785 Heritage Dr SW,Calgary,Kensington,51.066588,-114.071098,Detached,4,3.0,1921,6812,1957,2025-07-23,1146100
AB-02139,3606 Elbow Dr NW,Edmonton,Oliver,53.536073,-113.526385,Semi-Detached,3,2.0,1741,2182,2016,2025-11-24,664100
AB-02140,4742 Riverside St NW,Calgary,Inglewood,51.028601,-114.037644,Detached,6,4.5,3085,6521,1993,2024-06-24,1548200
AB-02141,8583 Bow Cres SE,Calgary,Signal Hill,51.095618,-114.138451,Condo,2,1.5,994,0,1956,2026-05-01,287200
AB-02142,4400 Heritage Ave NW,Edmonton,Summerside,53.423176,-113.438661,Detached,5,5.0,2961,4469,2000,2024-07-03,923400
AB-02143,9036 Jasper Gate NW,Edmonton,Oliver,53.527657,-113.501304,Detached,4,3.0,1894,5449,1964,2025-07-28,731900
AB-02144,11360 Township Dr NW,Edmonton,Terwillegar,53.46901,-113.568097,Detached,5,3.0,1941,7101,2016,2026-01-30,712600
AB-02145,11397 Elbow Way NW,Edmonton,Old Strathcona,53.503563,-113.472091,Condo,3,2.5,1288,0,2010,2024-07-21,400200
AB-02146,4155 Elbow Ave NW,Calgary,Bridgeland,51.071815,-114.044159,Detached,5,2.5,2298,4950,1991,2025-02-03,1182400
AB-02147,1640 Sunalta Cres NW,Edmonton,Summerside,53.400736,-113.43444,Townhouse,3,3.0,1469,0,2002,2026-01-23,415100
AB-02148,6466 Township Cres NW,Edmonton,Terwillegar,53.464351,-113.594317,Detached,4,4.5,2282,6146,1991,2026-05-16,972000
AB-02149,4925 Whyte St NW,Edmonton,Old Strathcona,53.51716,-113.512245,Condo,2,2.5,703,0,2004,2024-07-15,207900
AB-02150,14972 Willow Ave NW,Edmonton,Garneau,53.523498,-113.517511,Condo,3,1.5,1054,0,1968,2025-04-11,273300
AB-02151,14485 Heritage Gate NW,Edmonton,Terwillegar,53.467361,-113.597179,Semi-Detached,3,4.0,1697,3552,2002,2024-09-21,611200
AB-02152,1370 Macleod Rd NW,Calgary,Evanston,51.165236,-114.108624,Semi-Detached,3,2.5,1526,2682,1989,2026-04-16,533900
AB-02153,4999 Crowchild Gate SW,Calgary,Evanston,51.185395,-114.070671,Detached,6,5.0,3023,5570,1967,2024-11-02,1151900
AB-02154,17136 Jasper Rd NW,Edmonton,Windermere,53.44792,-113.647278,Semi-Detached,3,3.5,1362,2909,2023,2024-07-20,542400
AB-02155,13408 Willow St NW,Edmonton,Garneau,53.525594,-113.519412,Condo,2,1.0,615,0,1991,2025-05-23,162900
AB-02156,12298 Elbow Blvd NW,Edmonton,Oliver,53.55431,-113.510246,Detached,5,4.5,2524,5826,2000,2024-08-17,1064900
AB-02157,12772 Bow Way NW,Edmonton,Windermere,53.409029,-113.608677,Condo,1,2.0,798,0,1987,2024-06-07,240800
AB-02158,6425 Jasper Ave NW,Edmonton,Bonnie Doon,53.53722,-113.471763,Condo,3,1.5,697,0,1976,2025-04-25,155800
AB-02159,12027 Memorial Dr NW,Edmonton,Terwillegar,53.435483,-113.561187,Townhouse,3,2.0,1358,0,2025,2024-06-19,398100
AB-02160,5689 Township Blvd NW,Edmonton,Summerside,53.406599,-113.422053,Townhouse,3,3.0,1057,0,2001,2025-01-03,282300
AB-02161,5595 Saddleback St NW,Edmonton,Garneau,53.519903,-113.505439,Detached,3,2.5,1617,2810,2000,2024-06-13,562200
AB-02162,5152 Whyte Cres NW,Edmonton,Summerside,53.420382,-113.476899,Detached,4,5.0,2730,7272,1984,2024-12-08,1020900
AB-02163,7506 Jasper Blvd NW,Edmonton,Glenora,53.543369,-113.548058,Semi-Detached,5,3.0,1794,2057,2016,2025-04-08,828300
AB-02164,4344 Bow Dr NW,Calgary,Inglewood,51.036587,-114.029896,Detached,3,1.5,1420,5447,1991,2025-05-16,665000
AB-02165,4040 Township Gate SE,Calgary,Beltline,51.040416,-114.098272,Detached,5,3.5,2112,6003,1959,2025-01-04,1192400
AB-02166,16986 Crowchild Way NW,Edmonton,Bonnie Doon,53.527454,-113.469486,Semi-Detached,3,2.0,1769,2836,2002,2024-08-11,538100
AB-02167,783 Glenmore Way SW,Calgary,Kensington,51.028396,-114.073714,Townhouse,3,1.5,1047,0,1973,2025-07-02,432200
AB-02168,14590 Spruce St NW,Edmonton,Oliver,53.543858,-113.469774,Townhouse,2,1.0,1023,0,1957,2025-05-17,280700
AB-02169,12981 Spruce Dr NW,Edmonton,Old Strathcona,53.500963,-113.485429,Detached,5,2.5,2466,4392,1987,2025-12-20,977900
AB-02170,15682 Memorial Dr NW,Edmonton,Bonnie Doon,53.524824,-113.440505,Detached,3,2.0,1714,7394,1978,2024-10-16,653700
AB-02171,5448 Riverside Gate NW,Edmonton,Bonnie Doon,53.523282,-113.44459,Townhouse,4,2.5,1588,0,1989,2024-11-19,434000
AB-02172,6394 Spruce Blvd SW,Calgary,Mount Royal,51.027853,-114.061448,Condo,2,2.0,947,0,2004,2026-02-12,473100
AB-02173,2819 Memorial St SE,Calgary,Bridgeland,51.070519,-114.046974,Condo,2,1.5,844,0,1975,2024-10-25,281000
AB-02174,9218 Jasper Cres NW,Calgary,Signal Hill,51.098351,-114.204553,Condo,2,3.0,931,0,1994,2026-02-18,294000
AB-02175,2755 Riverside Cres SE,Calgary,Signal Hill,51.053276,-114.138019,Semi-Detached,2,3.0,1450,2859,1972,2026-02-16,547800
AB-02176,15208 Cedar Blvd NW,Edmonton,Garneau,53.534369,-113.542505,Detached,5,3.5,2745,2658,1969,2025-05-23,1081600
AB-02177,6760 Glenmore Cres NW,Calgary,Signal Hill,51.059645,-114.138115,Detached,4,3.0,1813,6266,2024,2026-01-29,798800
AB-02178,10876 Saddleback Cres NW,Edmonton,Oliver,53.526765,-113.533517,Detached,4,2.0,1507,4069,1983,2025-12-12,523100
AB-02179,13160 Elbow St NW,Edmonton,Summerside,53.407568,-113.477844,Condo,2,2.0,706,0,1966,2024-07-06,117000
AB-02180,9783 Willow Ave NW,Edmonton,Bonnie Doon,53.504529,-113.485564,Detached,5,3.0,1940,2711,2021,2026-04-18,760900
AB-02181,838 Spruce Ave SE,Calgary,Mount Royal,51.028181,-114.079295,Townhouse,3,2.5,1222,0,1995,2025-08-26,674500
AB-02182,3835 Hawthorn Gate NE,Calgary,Kensington,51.063388,-114.105883,Townhouse,4,2.5,1689,0,1986,2026-02-17,842100
AB-02183,8284 Bow Cres SE,Calgary,Kensington,51.042858,-114.073342,Detached,2,3.0,1613,5765,1995,2025-10-06,939300
AB-02184,8691 Hawthorn Way SW,Calgary,Kensington,51.043181,-114.109902,Condo,2,2.5,913,0,1962,2026-04-28,383600
AB-02185,6918 Township Ave SE,Calgary,Mount Royal,51.03277,-114.096099,Condo,2,3.0,683,0,2020,2024-11-12,365600
AB-02186,3300 Macleod Way SE,Calgary,Kensington,51.045667,-114.076872,Condo,3,3.5,1226,0,1971,2025-12-07,487800
AB-02187,7594 Cedar Dr NE,Calgary,Mount Royal,51.026632,-114.086699,Detached,5,3.0,2005,5876,2004,2025-11-22,1468400
AB-02188,2650 Aspen Blvd NW,Edmonton,Glenora,53.548987,-113.564076,Detached,3,3.0,1721,2755,2023,2025-10-01,783600
AB-02189,11994 Saddleback Way NW,Edmonton,Windermere,53.430264,-113.657974,Townhouse,1,3.0,931,0,2008,2026-01-02,344900
AB-02190,313 Maple Ave NW,Calgary,Beltline,51.054922,-114.051967,Condo,1,1.0,990,0,1986,2025-04-19,353600
AB-02191,4900 Bow Blvd NW,Edmonton,Bonnie Doon,53.522091,-113.433186,Detached,4,4.0,2235,2563,1999,2024-11-22,704400
AB-02192,10116 Jasper Rd NW,Edmonton,Westmount,53.551621,-113.519231,Detached,3,2.0,1992,7464,2004,2026-05-10,850300
AB-02193,17596 Cedar Gate NW,Edmonton,Garneau,53.520219,-113.500534,Semi-Detached,4,3.0,1750,3924,1980,2024-06-04,575600
AB-02194,12604 Heritage Way NW,Edmonton,Summerside,53.421682,-113.428861,Detached,4,3.0,1593,6159,2015,2026-04-22,606000
AB-02195,5258 Township Ave SW,Calgary,Inglewood,51.033581,-114.023365,Detached,5,5.0,2877,4254,1957,2024-08-24,1567000
AB-02196,521 Prospect Ave NE,Calgary,Mount Royal,51.012959,-114.102273,Detached,4,5.0,2975,4759,2001,2025-08-31,2095300
AB-02197,7138 Spruce Rd SW,Calgary,Mahogany,50.869906,-113.957258,Detached,6,4.0,3187,5631,1966,2025-06-30,1408500
AB-02198,19393 Whyte Dr NW,Edmonton,Old Strathcona,53.513384,-113.48468,Townhouse,2,1.0,1027,0,1971,2025-12-31,316500
AB-02199,3298 Township Blvd NW,Edmonton,Bonnie Doon,53.522121,-113.471693,Townhouse,3,3.0,1168,0,1982,2025-05-23,338400
AB-02200,5703 Macleod Dr NW,Calgary,Signal Hill,51.079752,-114.15657,Detached,3,2.0,1456,2886,2016,2026-05-17,636400
AB-02201,6328 Hawthorn St NW,Edmonton,Garneau,53.504204,-113.54276,Townhouse,4,1.5,1450,0,2018,2026-03-26,538500
AB-02202,6876 Glenmore Blvd NW,Calgary,Auburn Bay,50.898494,-113.938949,Detached,3,4.5,2208,4583,1980,2024-09-19,899600
AB-02203,13681 Crowchild Rd NW,Edmonton,Windermere,53.416432,-113.605651,Detached,4,4.5,3106,4537,1957,2026-03-16,1478400
AB-02204,5481 Township Cres NW,Edmonton,Westmount,53.569749,-113.499426,Detached,5,3.0,2749,5807,1958,2026-05-11,1055200
AB-02205,2463 Whyte Rd SE,Calgary,Bridgeland,51.044449,-114.054233,Detached,6,4.5,2872,4272,2000,2026-04-08,1398500
AB-02206,6627 Whyte Rd NW,Edmonton,Windermere,53.450682,-113.632014,Condo,3,1.5,1145,0,2014,2025-03-13,427600
AB-02207,4797 Whyte Cres NW,Calgary,Auburn Bay,50.88578,-113.950951,Detached,2,3.0,1497,4622,1991,2025-05-24,615800
AB-02208,13491 Elbow Rd NW,Edmonton,Garneau,53.534351,-113.516119,Condo,2,1.0,612,0,1985,2026-05-13,155300
AB-02209,8568 Saddleback Blvd SE,Calgary,Tuscany,51.12057,-114.228821,Detached,5,4.5,2740,5471,2018,2025-02-06,1050900
AB-02210,12189 Jasper St NW,Edmonton,Garneau,53.499297,-113.512469,Semi-Detached,3,3.0,1180,3505,2005,2025-09-27,409400
AB-02211,7886 Riverside Gate SE,Calgary,Beltline,51.034339,-114.0515,Semi-Detached,4,3.0,1998,2658,1967,2024-09-12,812800
AB-02212,697 Jasper Blvd SE,Calgary,Bridgeland,51.064969,-114.049437,Detached,4,3.5,2425,7400,2020,2025-10-14,1405500
AB-02213,7787 Township Gate NW,Edmonton,Summerside,53.422249,-113.438235,Townhouse,4,2.0,1107,0,2022,2025-12-29,369400
AB-02214,13454 Cedar Ave NW,Edmonton,Garneau,53.517007,-113.496389,Townhouse,3,3.0,1563,0,1965,2025-01-04,504400
AB-02215,14328 Crowchild Cres NW,Edmonton,Oliver,53.553139,-113.509004,Detached,5,5.0,2951,4773,1980,2026-05-29,1326300
AB-02216,8378 Saddleback Way NW,Calgary,Beltline,51.027655,-114.068115,Townhouse,3,2.5,1055,0,1958,2026-03-06,412000
AB-02217,7573 Glenmore St NW,Edmonton,Terwillegar,53.454185,-113.568954,Detached,3,3.0,1885,2537,1982,2024-08-29,661100
AB-02218,1874 Spruce Cres NW,Edmonton,Westmount,53.582485,-113.525039,Detached,4,2.5,1914,6748,2020,2025-10-20,792700
AB-02219,2052 Crowchild Cres NW,Calgary,Tuscany,51.111051,-114.24681,Townhouse,3,1.5,1336,0,1955,2024-09-20,355700
AB-02220,8481 Township Blvd SW,Calgary,Kensington,51.042764,-114.080615,Condo,1,1.0,563,0,1993,2025-02-08,216000
AB-02221,1705 Spruce Rd NW,Edmonton,Bonnie Doon,53.523602,-113.464469,Condo,2,2.0,989,0,2014,2025-04-27,293600
AB-02222,18639 Macleod Dr NW,Edmonton,Glenora,53.530489,-113.523053,Condo,2,3.0,774,0,1961,2024-09-14,204600
AB-02223,12840 Saddleback Cres NW,Edmonton,Old Strathcona,53.492254,-113.501237,Semi-Detached,3,3.5,1191,2538,2001,2026-03-29,446300
AB-02224,6192 Heritage Cres NW,Calgary,Auburn Bay,50.906533,-113.960099,Condo,3,3.5,1170,0,2019,2024-11-04,386200
AB-02225,18051 Spruce Dr NW,Edmonton,Westmount,53.563734,-113.525288,Detached,6,4.5,3060,6596,1968,2024-08-22,1197800
AB-02226,713 Cedar Dr SW,Calgary,Inglewood,51.036454,-114.022324,Detached,4,3.0,1907,3044,1962,2025-09-04,844400
AB-02227,4935 Elbow Ave NW,Edmonton,Terwillegar,53.457696,-113.559173,Condo,3,2.0,1145,0,1975,2026-02-19,290900
AB-02228,5528 Macleod St NW,Calgary,Beltline,51.056805,-114.076443,Condo,3,2.0,1200,0,1979,2026-03-12,486800
AB-02229,3247 Riverside St NE,Calgary,Signal Hill,51.074638,-114.175757,Condo,2,3.0,1231,0,1978,2025-05-11,347500
AB-02230,9098 Bow Way NE,Calgary,Beltline,51.038871,-114.08451,Condo,2,2.5,739,0,2002,2024-08-03,269500
AB-02231,2785 Whyte Dr NW,Edmonton,Windermere,53.451539,-113.614139,Condo,2,2.0,616,0,1988,2026-02-19,183100
AB-02232,6900 Riverside Cres NW,Edmonton,Westmount,53.558222,-113.540163,Condo,3,1.5,1252,0,2017,2025-03-09,368400
